url,brand,modele,name_pro,carrosserie,energie,etat_vehicule,transmission,controle_technique,couleur_interieur,type_peinture_carrosserie,Marque,all_city,code_region,nom_region,numero_departement,nom_departement,nom_commune,latitude,longitude,is_pro,date,pneus_hiver,barres_de_toit,premiere_main,non_fumeur,stationne_dans_garage,sous_garantie_constructeur,attelage,sous_garantie_autre_que_constructeur,cons_mixte_l_by_100km,emissions_co2_g_by_km,kilometrage_km,nb_portes,hayon,nb_places,prix_euros,puissance_fiscale_cv,puissance_reelle_ch,garantie_mecanique_mois,abs,esp,regulateur_vitesse,asr,alarme_antivol,direction_assistee,banquette_ar,radio_cd,fermeture_centralisee,vitres_electriques,allumage_auto_feux,peinture_metallisee,retroviseurs_electriques,roues_alliage_léger,fap,postal_codes
https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230195517A1KVVOCIC3,Citroën,C3,NA,Berline,Essence,Prévoir entretien,Manuelle,NA,NA,NA,NA,Mancenans,43,Franche-Comté,25,Doubs,Mancenans,4745,6533333,0,2002-01-01,1,1,0,0,0,0,0,0,6.5,155,290700,4,1,5,760,6,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25250
https://www.paruvendu.fr/a/voiture-occasion/jaguar/xe/1230221123A1KVVOJAXE,Jaguar,XE,AGENCE AUTOMOBILIERE - BVA SARL,Berline,Diesel,NA,Automatique,NA,NA,NA,NA,Besançon,43,Franche-Comté,25,Doubs,Besançon,4725,6033333,1,2016-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,68600,4,0,5,26990,9,180,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000
https://www.paruvendu.fr/a/voiture-occasion/audi/a6/1230221122A1KVVOAUA6,Audi,A6,KM AUTO,Berline,Diesel,NA,Manuelle,NA,NA,NA,NA,Évreux,23,Haute-Normandie,27,Eure,Evreux,49016667,115,1,2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,5.7,149,188551,4,0,5,8490,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000
https://www.paruvendu.fr/a/voiture-occasion/citroen/grand-c4-picasso/1230221121A1KVVOCIGCP,Citroën,Grand C4 Picasso,AGENCE AUTOMOBILIERE RUEIL MALMAISON,Monospace,Diesel,NA,Manuelle,NA,NA,NA,NA,Rueil-Malmaison,11,Île-de-France,92,Hauts-de-Seine,Rueil-Malmaison,48883333,22,1,2007-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,145000,4,1,7,4190,6,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92500
https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1230221077A1KVVOAUA5,Audi,A5,KYUMP,Berline,Diesel,NA,Semi automatique,NA,NA,NA,NA,Paris,NA,NA,NA,NA,NA,NA,NA,1,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,5.7,149,124349,4,1,4,20600,14,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75008
https://www.paruvendu.fr/a/voiture-occasion/fiat/500/1230221065A1KVVOFI500,Fiat,500,LA BELLE AUTO,Monospace,Essence,NA,Manuelle,NA,NA,NA,NA,Mably,82,Rhône-Alpes,42,Loire,Mably,46083333,4066667,1,2013-11-01,NA,NA,NA,NA,NA,NA,NA,NA,4.8,111,87330,4,1,5,8900,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42300
https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1230221124A1KVVOCIDS3,Citroën,DS3,KYUMP,Berline,Essence,NA,Manuelle,NA,NA,NA,NA,Paris,NA,NA,NA,NA,NA,NA,NA,1,2015-11-01,NA,NA,NA,NA,NA,NA,NA,NA,4.3,100,28413,2,1,5,10750,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75008
https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1230175554A1KVVOAUA3,Audi,A3,NA,Berline,Diesel,Bon,Manuelle,A jour < 6 mois,Beige,Métallisée,NA,Paris,11,Île-de-France,75,Paris,Paris,NA,NA,0,2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,5.5,146,223000,4,1,5,4900,8,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75017
https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-2/1228702972A1KVVOBMS2,BMW,Serie 2,1DEAL AUTO,Monospace,Diesel,NA,Manuelle,Véhicule - de 4 ans,Noir,Métallisée,NA,Saint-Lys,73,Midi-Pyrénées,31,Haute-Garonne,Saint-Lys,43516667,12,1,2017-05-01,0,0,1,1,1,1,0,0,4.2,110,20000,4,1,7,18600,6,116,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31470
https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1230220994A1KVVOOPCOR,Opel,Corsa,AGENCE AUTOMOBILIERE DE LILLE ENGLOS,Berline,Essence,NA,Manuelle,NA,NA,NA,NA,Lomme,NA,NA,NA,NA,NA,NA,NA,1,2013-01-01,0,0,1,0,0,0,0,0,NA,134,92000,2,1,5,6490,6,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59160
https://www.paruvendu.fr/a/voiture-occasion/volkswagen/coccinelle-ii/1230220993A1KVVOVWCOC,Volkswagen,COCCINELLE II,AGENCE AUTOMOBILIERE DE LILLE ENGLOS,Berline,Diesel,NA,Manuelle,NA,NA,NA,NA,Lomme,NA,NA,NA,NA,NA,NA,NA,1,2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,108010,2,1,4,10990,5,105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59160
https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230220998A1KVVOAUQ5,Audi,Q5,AGENCE AUTOMOBILIERE DE LILLE ENGLOS,4x4 - SUV,Diesel,NA,Automatique,NA,NA,NA,NA,Lomme,NA,NA,NA,NA,NA,NA,NA,1,2014-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,83000,4,1,5,37990,20,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59160
https://www.paruvendu.fr/a/voiture-occasion/citroen/c8/1230220175A1KVVOCIC8,Citroën,C8,NA,Monospace,Diesel,Irréprochable,Manuelle,NA,NA,NA,NA,Cranves Sales,82,Rhône-Alpes,74,Haute-Savoie,Cranves-Sales,46183333,63,0,2012-05-01,1,0,1,1,1,0,0,0,5.9,155,142000,4,1,5,8900,9,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74380
https://www.paruvendu.fr/a/voiture-occasion/volvo/v50/1230220088A1KVVOVOV50,Volvo,V50,NA,Break,Diesel,Bon,Manuelle,NA,NA,NA,NA,Rennes,53,Bretagne,35,Ille-et-Vilaine,Rennes,48083333,-1683333,0,2010-09-01,0,1,0,1,0,0,0,0,4.3,114,130000,4,1,5,7200,6,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000
https://www.paruvendu.fr/a/voiture-occasion/volvo/v50/1230220088A1KVVOVOV50,Volvo,V50,NA,Break,Diesel,Bon,Manuelle,NA,NA,NA,NA,Rennes,53,Bretagne,35,Ille-et-Vilaine,Rennes,48083333,-1683333,0,2010-09-01,0,1,0,1,0,0,0,0,4.3,114,130000,4,1,5,7200,6,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230221288A1KVVOPE3M8,Peugeot,3008,GEMY LA SEYNE SUR MER,4x4 - SUV,Diesel,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1230221287A1KVVOPE207,Peugeot,207,GEMY LA SEYNE SUR MER,Berline,Diesel,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73468,5,0,NA,6490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/mini/mini-coupe/1230221277A1KVVOMCCOU,Mini,MINI COUPE,LE CAPITOU,Berline,Essence,NA,Automatique,NA,NA,NA,NA,FREJUS,93,Provence-Alpes-Côte d'Azur,83,Var,Fréjus,43.43,6.74,1,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13673,NA,NA,NA,19385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83600
https://www.paruvendu.fr/a/voiture-occasion/mini/mini-coupe/1230221276A1KVVOMCCOU,Mini,MINI COUPE,LE CAPITOU,Berline,Diesel,NA,NA,NA,NA,NA,NA,FREJUS,93,Provence-Alpes-Côte d'Azur,83,Var,Fréjus,43.43,6.74,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16043,NA,NA,NA,20917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83600
https://www.paruvendu.fr/a/voiture-occasion/land-rover/discovery/1230221275A1KVVOLRDIS,Land-Rover,Discovery,MACON NORD AUTOMOBILES,4x4 - SUV,Diesel,NA,Automatique,NA,NA,NA,NA,SANCE,26,Bourgogne,71,Saône-et-Loire,Sancé,46333333,4833333,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129129,NA,NA,NA,23990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230221273A1KVVOPE208,Peugeot,208,Midi auto Chartres,Berline,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,5,0,NA,11690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230221271A1KVVOPE208,Peugeot,208,Midi auto Chartres,Berline,Essence,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,5,0,NA,11990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1230221289A1KVVOOPCOR,Opel,Corsa,GEMY LA SEYNE SUR MER,Berline,Essence,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71094,5,0,NA,8490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/opel/agila/1230083646A1KVVOOPAGI,Opel,Agila,NA,Berline,Essence,Irréprochable,Manuelle,NA,Gris clair,Nacrée,NA,Hirtzbach,42,Alsace,68,Haut-Rhin,Hirtzbach,476,7216667,0,2014-04-01,0,0,1,1,0,0,0,0,5.1,118,23000,4,1,5,7200,5,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68118
https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1229794391A1KVVOAUA5,Audi,A5,NA,Berline,Diesel,Irréprochable,Manuelle,NA,Noir,NA,NA,Les Essarts,52,Pays de la Loire,85,Vendée,Les Essarts,46766667,-1233333,0,2012-05-01,0,0,0,1,0,0,0,0,4.6,120,83000,4,1,5,22000,9,177,NA,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,85140
https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1230220128A1KVVORECL4,Renault,Clio IV,NA,Berline,Diesel,Irréprochable,Manuelle,NA,NA,NA,NA,Ajaccio,94,Corse,2A,Corse-du-Sud,Ajaccio,41916667,8733333,0,2013-11-01,0,0,1,1,0,0,0,0,3.4,90,37800,4,1,5,10400,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000
https://www.paruvendu.fr/a/voiture-occasion/mitsubishi/pajero/1230219941A1KVVOMIPAJ,Mitsubishi,Pajero,NA,4x4 - SUV,Diesel,Bon,Manuelle,NA,NA,NA,NA,Vimory,24,Centre,45,Loiret,Vimory,4795,2683333,0,1998-02-01,0,0,0,1,1,0,1,0,10.7,NA,300000,2,1,5,5000,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45700
https://www.paruvendu.fr/a/voiture-occasion/peugeot/1007/1230219904A1KVVOPEMI7,Peugeot,1007,NA,Monospace,Diesel,Bon,Manuelle,NA,NA,NA,NA,Janville,24,Centre,28,Eure-et-Loir,Janville,482,1883333,0,2008-12-01,0,0,0,1,1,0,0,0,4.8,125,76000,2,1,5,5500,6,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28310
https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230195635A1KVVOPE208,Peugeot,208,GEMY LA SEYNE SUR MER,Berline,Diesel,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37492,5,0,NA,11990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230107317A1KVVOPE308,Peugeot,308,GEMY LA SEYNE SUR MER,Berline,Diesel,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124812,NA,NA,NA,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1230221278A1KVVOBMX1,BMW,X1,LE CAPITOU,4x4 - SUV,Diesel,NA,Automatique,NA,NA,NA,NA,FREJUS,93,Provence-Alpes-Côte d'Azur,83,Var,Fréjus,43.43,6.74,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25520,NA,NA,NA,29921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83600
https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1230221269A1KVVOPE5M8,Peugeot,5008,Midi auto Chartres,Monospace,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72000,NA,NA,NA,12990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230221270A1KVVOPE2M8,Peugeot,2008,Midi auto Chartres,4x4 - SUV,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51000,NA,NA,NA,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230221272A1KVVOPE3M8,Peugeot,3008,Midi auto Chartres,4x4 - SUV,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,17690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/renault/twingo/1230032447A1KVVORETWI,Renault,Twingo,AUTO VENTE DES ILETS,Berline,Essence,NA,NA,NA,NA,NA,NA,MONTLUCON,83,Auvergne,03,Allier,Montluçon,46333333,26,1,2008-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19930,NA,NA,NA,6590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03100
https://www.paruvendu.fr/a/voiture-occasion/mercedes/250/1230221257A1KVVOME250,Mercedes,250,PATRICK LAUNAY SAS,4x4 - SUV,Essence,NA,NA,NA,NA,NA,NA,LIMOGES,74,Limousin,87,Haute-Vienne,Limoges,4585,125,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16012,NA,NA,NA,48900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000
https://www.paruvendu.fr/a/voiture-occasion/smart/forfour/1230221252A1KVVOSMFFO,Smart,ForFour,PATRICK LAUNAY SAS,Berline,Essence,NA,NA,NA,NA,NA,NA,LIMOGES,74,Limousin,87,Haute-Vienne,Limoges,4585,125,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14961,NA,NA,NA,9790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230221285A1KVVOPE3M8,Peugeot,3008,GEMY LA SEYNE SUR MER,4x4 - SUV,Essence,NA,NA,NA,NA,NA,NA,LA SEYNE SUR MER,93,Provence-Alpes-Côte d'Azur,83,Var,La Seyne-sur-Mer,431,5883333,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500
https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230159345A1KVVOMEC,Mercedes,Classe C,NA,Berline,Diesel,Bon,Manuelle,NA,NA,NA,NA,Brest,53,Bretagne,29,Finistère,Brest,484,-4483333,0,2005-04-01,0,0,0,1,0,0,0,0,6.1,161,96800,4,0,5,6900,7,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29200
https://www.paruvendu.fr/a/voiture-occasion/toyota/avensis/1229648436A1KVVOTOAVE,Toyota,Avensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verdun,41,Lorraine,55,Meuse,Verdun,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100
https://www.paruvendu.fr/a/voiture-occasion/lexus/is/1230219795A1KVVOLXIS,Lexus,IS,NA,Berline,Hybride,Irréprochable,Automatique,NA,NA,NA,NA,Nice,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,Nice,437,725,0,2013-10-01,0,0,0,1,0,0,0,0,4.3,99,101000,4,0,5,17900,9,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06000
https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1230219793A1KVVOOPAST,Opel,Astra,NA,Berline,Diesel,Irréprochable,Manuelle,NA,NA,NA,NA,Villenave-d'Ornon,72,Aquitaine,33,Gironde,Villenave-d'Ornon,44766667,-55,0,2017-03-01,0,0,1,1,1,1,0,0,3.9,103,33000,4,1,5,18500,7,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33140
https://www.paruvendu.fr/a/voiture-occasion/skoda/fabia/1230219724A1KVVOSKFAB,Skoda,Fabia,NA,Berline,Essence,Bon,Automatique,A jour < 6 mois,Noir,Métallisée vernie,NA,La Rochelle,54,Poitou-Charentes,17,Charente-Maritime,La Rochelle,46166667,-115,0,2010-10-01,0,0,1,1,0,0,0,0,5.3,124,85000,4,1,5,6000,6,105,NA,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,17000
https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1230221267A1KVVOCIDS5,Citroën,DS5,Midi auto Chartres,Berline,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,NA,NA,NA,13780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1230221265A1KVVOPE5M8,Peugeot,5008,Midi auto Chartres,Monospace,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49520,NA,NA,NA,17990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1230221253A1KVVOMEB,Mercedes,Classe B,PATRICK LAUNAY SAS,Monospace,Diesel,NA,NA,NA,NA,NA,NA,LIMOGES,74,Limousin,87,Haute-Vienne,Limoges,4585,125,1,2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105436,NA,NA,NA,13490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000
https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1230221256A1KVVOMEB,Mercedes,Classe B,PATRICK LAUNAY SAS,Monospace,Diesel,NA,NA,NA,NA,NA,NA,LIMOGES,74,Limousin,87,Haute-Vienne,Limoges,4585,125,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69904,NA,NA,NA,21490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000
https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230221254A1KVVOMEC,Mercedes,Classe C,PATRICK LAUNAY SAS,Berline,Diesel,NA,NA,NA,NA,NA,NA,LIMOGES,74,Limousin,87,Haute-Vienne,Limoges,4585,125,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26316,NA,NA,NA,38490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230221249A1KVVOPE208,Peugeot,208,GEMY VANNES,Berline,Diesel,NA,NA,NA,NA,NA,NA,VANNES,53,Bretagne,56,Morbihan,Vannes,47666667,-275,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57418,5,0,NA,10990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/108/1230221247A1KVVOPE108,Peugeot,108,GEMY VANNES,Berline,Essence,NA,NA,NA,NA,NA,NA,VANNES,53,Bretagne,56,Morbihan,Vannes,47666667,-275,1,2017-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14925,5,0,NA,11690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56000
https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-m/1230221244A1KVVOMEM,Mercedes,Classe M,DAVIS 76,4x4 - SUV,Diesel,NA,NA,NA,NA,NA,NA,ROUEN,23,Haute-Normandie,76,Seine-Maritime,Rouen,49433333,1083333,1,2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86562,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76000
https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230221268A1KVVOPE208,Peugeot,208,Midi auto Chartres,Berline,Diesel,NA,NA,NA,NA,NA,NA,Fontenay Sur Evre,NA,NA,NA,NA,NA,NA,NA,1,2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65500,5,0,NA,10990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28630
https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1230218876A1KVVOPE207,Peugeot,207,NA,Berline,Essence,Bon,Automatique,NA,NA,NA,NA,Marseille,NA,NA,NA,NA,NA,NA,NA,0,2008-11-01,0,0,1,1,1,0,0,0,7.0,165,39500,4,1,5,5500,7,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13006
https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1229993628A1KVVOBMS3,BMW,Série 3,NA,Coupé,Diesel,Bon,Manuelle,NA,NA,NA,NA,Hyeres,93,Provence-Alpes-Côte d'Azur,83,Var,Hyères,43116667,6116667,0,2005-03-01,0,0,0,1,0,0,0,0,5.7,167,152900,2,1,5,8900,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83400
https://www.paruvendu.fr/a/voiture-occasion/volkswagen/passat/1229992906A1KVVOVWPAS,Volkswagen,Passat,NA,Berline,Diesel,Bon,Manuelle,NA,NA,NA,NA,Bourg Sous Chatelet,43,Franche-Comté,90,Territoire de Belfort,Bourg-sous-Châtelet,477,695,0,2010-12-01,1,0,0,1,1,0,0,0,4.6,119,186000,4,0,4,7950,7,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90110
https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1228735005A1KVVOBMX1,BMW,X1,NA,4x4 - SUV,Diesel,Irréprochable,Automatique,Véhicule - de 4 ans,Noir,Métallisée,NA,Puteaux,11,Île-de-France,92,Hauts-de-Seine,Puteaux,48866667,2233333,0,2015-04-01,0,0,0,1,1,0,0,0,5.0,132,32000,4,1,5,23900,8,143,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,92800
